WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
WPR,AUS,Australia,pertussis,12555,12114,20037,22508,11842,12319,23855,38040,34285,29545,14435,5379,NA,11277,8676,4968,5563,9538,5795,4403,6055,10242,4389,4099,5633,3990,739,337,862,614,153,291,601,587,261,332,274,170,124
EUR,AUT,Austria,pertussis,2197,1411,1270,579,370,NA,571,309,414,183,183,133,72,130,130,170,150,253,117,103,113,117,94,91,145,89,138,182,234,190,113,260,177,301,176,181,433,264,186
EUR,AZE,Azerbaijan,pertussis,0,0,0,0,0,4,18,27,15,5,5,12,60,2,2,1,3,12,11,22,43,52,15,34,104,417,89,150,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BHS,Bahamas (the),pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,8,8,8,15
EMR,BHR,Bahrain,pertussis,1,1,1,0,0,0,3,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,7,15,33,22,76,106
SEAR,BGD,Bangladesh,pertussis,3,0,1,11,12,1,13,44,17,16,33,87,46,125,140,332,587,16,252,520,814,673,1293,1289,1984,4190,10242,14605,4879,83057,19803,34423,31978,23897,10326,24002,52237,17000,12436
AMR,BRB,Barbados,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,13,0,0,12,12,0
EUR,BLR,Belarus,pertussis,648,516,522,503,378,188,576,151,112,93,125,156,76,80,80,79,70,86,169,272,262,455,202,227,835,755,638,381,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,BEL,Belgium,pertussis,1354,1535,2105,1203,1501,1142,548,103,133,NA,260,293,196,231,96,59,27,28,NA,NA,NA,14,8,3,3,2,NA,0,NA,3,3,15,5,3,NA,NA,NA,NA,NA
AMR,BLZ,Belize,pertussis,2,1,4,0,3,6,44,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,3,1,0,0,8,36,3,1,0,59,11
AFR,BEN,Benin,pertussis,NA,NA,NA,0,0,0,0,0,53,NA,0,0,0,99,49,NA,NA,NA,215,45,NA,NA,119,1055,NA,NA,NA,190,NA,455,665,2148,1138,2646,2158,1937,2705,4039,2694
SEAR,BTN,Bhutan,pertussis,8,15,4,12,0,0,0,1,0,0,0,0,1,1,0,0,NA,0,18,466,0,0,0,5,0,0,9,8,3,225,219,90,160,213,224,392,795,534,464
AMR,BOL,Bolivia (Plurinational State of),pertussis,21,7,27,11,75,31,0,0,0,0,0,0,6,1,6,46,132,55,10,16,44,138,14,36,45,245,284,56,159,705,685,520,439,964,1393,1445,1387,5028,2377
EUR,BIH,Bosnia and Herzegovina,pertussis,97,122,20,12,NA,NA,19,30,30,25,41,46,42,39,24,39,81,NA,43,71,109,NA,NA,141,257,82,169,245,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,BWA,Botswana,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,15,7,19,38,15,19,17,5,11,22,8,17,17,21,28,212,132,83,137,110
AMR,BRA,Brazil,pertussis,2232,1804,1208,2920,8338,5211,5400,2257,477,1037,1275,596,797,1328,1146,1110,406,657,764,1369,1704,101,1245,3798,4098,5388,5155,7252,15329,13810,8869,16898,23946,22119,19221,26297,54766,42247,45752
WPR,BRN,Brunei Darussalam,pertussis,0,0,0,5,1,NA,3,3,1,0,2,NA,NA,0,0,0,NA,0,2,7,3,0,NA,NA,NA,NA,0,NA,0,0,0,0,2,2,2,1,0,3,1
EUR,BGR,Bulgaria,pertussis,114,116,98,35,52,89,102,46,54,251,193,269,335,313,222,180,82,81,106,123,40,44,40,77,22,74,82,13,26,15,14,54,53,40,226,66,169,391,154
AFR,BFA,Burkina Faso,pertussis,9,0,16,0,7,3,0,6,13,68,171,44,54,170,420,171,212,238,351,340,NA,NA,62,419,233,243,485,1314,713,1428,1402,3378,3333,5078,2824,3586,5219,3144,3888
AFR,BDI,Burundi,pertussis,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,154,NA,72,351,94,NA,NA,273,155,95,218,352,529,895,1114,1979,4152,4516,5564,5775,6092,9352,9613
AFR,CPV,Cabo Verde,pertussis,0,NA,NA,0,0,18,0,1,0,6,0,0,NA,0,NA,7,0,0,0,NA,47,0,NA,0,0,0,0,0,0,1,1,248,NA,7,4,7,182,159,290
WPR,KHM,Cambodia,pertussis,22,20,9,10,3,0,54,NA,372,513,1212,561,474,462,66,315,320,4714,2068,618,438,1665,NA,NA,63,611,995,821,1690,4220,3902,5672,11568,25023,27424,23699,74127,55227,86334
AFR,CMR,Cameroon,pertussis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,NA,1103,1900,5911,5498,5073,5659,6246,10861,11126,10079,14042,NA,NA,NA
AMR,CAN,Canada,pertussis,1679,3998,3896,3510,1527,1261,4845,676,759,1667,1961,1472,1945,2231,2697,1863,2557,2678,4054,6069,8796,4439,5408,9818,10151,7401,3605,2724,8030,2440,1106,1292,2357,2376,1350,2231,2314,2632,2873
AFR,CAF,Central African Republic (the),pertussis,612,497,353,379,241,124,124,100,1,63,NA,2,65,87,561,80,10,1358,NA,0,16,11,NA,6,NA,NA,NA,NA,46,746,802,826,1071,2443,1566,452,931,1384,4340
AFR,TCD,Chad,pertussis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5898,5498,5004,5745,NA,NA,NA,NA,NA,NA,NA,NA,2303,1496,2532,2288,273,NA,NA
AMR,CHL,Chile,pertussis,682,849,752,734,1125,1964,5762,2582,794,692,969,1030,1288,1213,1059,1106,1171,1611,3554,3178,2482,1457,1094,424,208,600,264,61,59,202,224,46,38,610,1980,127,393,2043,2795
WPR,CHN,China,pertussis,22057,10390,5584,6658,3408,1712,2183,2517,1764,1612,2387,NA,2595,3844,4705,858,6293,6407,5561,5974,7134,8678,NA,5482,7199,9190,11182,10679,20015,26985,32937,59543,83979,147298,215965,331419,422280,510601,613648
AMR,COL,Colombia,pertussis,416,330,536,986,734,13682,3289,1010,344,407,408,125,233,139,25,140,322,577,446,332,311,425,111,1144,1609,1271,872,1336,1961,2384,1864,3272,2055,1629,3211,5450,7220,4990,7664
AFR,COM,Comoros (the),pertussis,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,COG,Congo (the),pertussis,0,0,0,NA,21,137,12,0,0,0,0,55,108,NA,NA,0,38,31,0,17,NA,8,48,144,NA,NA,NA,93,52,47,61,47,667,772,1981,1181,1212,1857,11198
WPR,COK,Cook Islands,pertussis,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
AMR,CRI,Costa Rica,pertussis,36,58,23,20,31,58,130,79,71,664,2024,2024,1037,7,13,27,32,51,23,11,29,33,20,21,20,28,29,19,75,85,95,52,153,133,172,74,63,168,960
AFR,CIV,Côte d'Ivoire,pertussis,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1284,1559,1865,NA,NA,1851,NA,3052,4284,3622,4626,8213,NA,NA,NA,NA,NA,NA
EUR,HRV,Croatia,pertussis,128,80,122,57,NA,108,61,103,42,101,102,123,80,124,197,94,176,130,196,333,445,567,694,252,310,666,313,392,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CUB,Cuba,pertussis,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,23,70,70,32,103,342,195,86,275,915,379,131
EUR,CYP,Cyprus,pertussis,0,17,2,2,7,9,16,2,0,8,3,9,8,6,15,58,1,NA,6,12,5,12,20,15,17,0,1,6,4,0,0,0,11,0,0,23,1,3,0
EUR,CZE,Czech Republic,pertussis,752,667,627,585,2521,1233,738,324,662,956,767,186,234,412,373,342,329,124,187,97,25,114,121,22,75,72,9,33,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,PRK,Democratic People's Republic of Korea (the),pertussis,0,0,0,0,0,0,8,13,0,8,395,1250,409,493,1930,1084,1087,87,304,50,32,60,98,130,150,NA,47,49,58,274,363,494,952,1607,1767,1919,563,110,0
AFR,COD,Democratic Republic of the Congo (the),pertussis,1326,1602,0,0,0,NA,3407,2452,2157,830,3190,3799,3558,4564,7104,2534,NA,6300,75,150,44,NA,NA,NA,NA,NA,NA,NA,NA,492,1447,1473,1209,1590,635,5926,7265,13731,15335
EUR,DNK,Denmark,pertussis,1028,1081,2096,962,855,484,980,71,77,83,105,81,55,129,228,114,323,200,164,NA,NA,198,89,82,39,242,495,821,569,928,959,2902,1139,1882,3368,1883,1327,4364,4970
EMR,DJI,Djibouti,pertussis,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,NA,0,10,2,34,48,NA,NA,NA,0,0,NA,0,1,0,25,27,15,5,NA,85,385,32,23,214,NA
AMR,DMA,Dominica,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,0,1
AMR,DOM,Dominican Republic (the),pertussis,147,41,26,69,98,17,11,3,37,18,11,10,17,63,53,23,10,19,40,21,20,2,2,0,4,5,71,33,227,255,104,149,217,172,177,302,216,212,558
AMR,ECU,Ecuador,pertussis,30,60,16,7,9,35,54,3,0,41,125,84,23,NA,0,127,355,308,482,204,248,235,163,176,562,362,320,601,487,247,197,312,907,741,420,802,1165,803,836
EMR,EGY,Egypt,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,0,1,1,0,3,19,4,1,9,22,14,9,18,41,23,37,29,49
AMR,SLV,El Salvador,pertussis,11,17,13,0,0,7,37,7,2,2,5,2,5,5,1,8,6,6,3,3,4,2,3,4,12,24,33,0,0,0,46,162,561,464,505,497,1754,3911,1003
AFR,GNQ,Equatorial Guinea,pertussis,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,4,NA,NA,NA,NA,NA,67,166,356,247,15,4,288,NA,NA,NA,NA
AFR,ERI,Eritrea,pertussis,0,156,81,31,NA,0,208,91,11,0,30,NA,65,46,6,53,149,130,152,132,119,NA,45,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,EST,Estonia,pertussis,69,56,74,77,43,55,149,478,1295,629,485,409,153,63,455,489,215,319,503,235,344,336,46,50,161,279,200,222,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,SWZ,Eswatini,pertussis,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,13,11,4,31,38,34,72,20,27,97,294,756,673,533,1294,808,NA,NA
AFR,ETH,Ethiopia,pertussis,2423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,749,NA,264,626,NA,NA,3813,NA,922,1183,13621,7198,4921,5148,12548,10993,10823,9885,23429
WPR,FJI,Fiji,pertussis,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,0,0,10,NA,NA,NA,0,0,0,0,0,1,NA,1,6,4,9,0,2,5,5,15,8,13
EUR,FIN,Finland,pertussis,477,399,432,165,NA,192,NA,555,336,267,511,480,535,552,1631,1263,581,315,NA,NA,832,606,586,518,1291,364,247,682,707,297,187,498,239,308,245,740,379,116,187
EUR,FRA,France,pertussis,NA,155,56,47,84,165,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,57,112,137,66,100
AFR,GAB,Gabon,pertussis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,588,NA,NA,NA,NA,98,NA,NA,128,406,NA,NA,318,528,363,1061,1721,1319,1334,480,357,3065
AFR,GMB,Gambia,pertussis,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,118,157
EUR,GEO,Georgia,pertussis,558,280,120,176,94,115,346,33,49,130,129,63,135,165,207,98,147,82,84,233,334,118,114,97,308,272,148,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,DEU,Germany,pertussis,12907,16183,13809,9000,12260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,244,60,76,306,187,207,217,209,258
AFR,GHA,Ghana,pertussis,8,0,123,21,0,0,NA,NA,63,NA,4,487,35,NA,NA,105,326,523,636,749,819,NA,1141,1147,1689,2360,2672,1602,2651,3744,2694,5079,2514,8704,5255,6279,10384,13509,13216
EUR,GRC,Greece,pertussis,19,41,87,17,16,28,56,3,64,27,22,29,NA,24,23,NA,16,93,13,36,86,106,96,196,264,234,480,649,752,648,883,2784,1728,1020,1504,5470,2082,1351,3083
AMR,GRD,Grenada,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,2,2,0,0,0,2,1,9,0,0,0,0,0,0
AMR,GTM,Guatemala,pertussis,67,62,152,83,25,34,273,0,0,0,60,97,48,0,391,350,50,229,146,291,441,567,65,34,29,34,156,149,130,145,625,53,509,1507,1970,1280,1539,1211,1513
AFR,GIN,Guinea,pertussis,NA,0,0,NA,NA,0,NA,NA,0,25,0,0,38,15,52,108,81,267,247,176,160,515,180,NA,NA,NA,NA,NA,412,314,317,1759,647,625,1328,1963,4589,4141,2315
AFR,GNB,Guinea-Bissau,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,15,NA,2,16,4,41,NA,20,NA,24,26,NA,NA,NA,NA,1786,1512,151,1286,1649,1206,743,464,896,1968,1323,1250
AMR,GUY,Guyana,pertussis,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,212,0,0,0,0,0,44,0,0,0,0,0,1,0,0,0,4,1,0,0,23,99,61
AMR,HTI,Haiti,pertussis,9,0,NA,4,2,0,0,0,13,4,696,824,NA,496,44,5,2,30,14,24,NA,0,NA,0,NA,NA,NA,NA,913,1835,637,1299,469,1373,749,524,1559,730,812
AMR,HND,Honduras,pertussis,74,266,151,30,41,25,48,113,135,127,224,71,138,134,104,93,69,37,169,145,59,191,200,0,3,15,425,89,65,52,143,519,331,335,630,550,1151,1812,2503
EUR,HUN,Hungary,pertussis,23,15,5,6,20,20,5,9,25,33,33,48,17,22,31,29,6,1,1,1,0,0,5,3,2,3,2,5,12,3,18,18,12,21,24,9,22,27,22
EUR,ISL,Iceland,pertussis,15,19,14,4,1,31,36,0,0,0,2,4,3,6,1,3,NA,3,8,NA,NA,47,100,27,41,4,4,137,3,19,53,162,35,16,59,535,258,26,41
SEAR,IND,India,pertussis,13208,23766,37274,25206,46706,31089,44154,39091,40508,60385,43697,46674,30088,31122,32786,33954,33289,34703,31431,11264,31199,21371,NA,4073,38591,47612,63308,73520,112416,145215,143598,163787,167234,184368,189287,211283,277859,359288,320109
SEAR,IDN,Indonesia,pertussis,40,1043,826,NA,2082,2976,NA,1941,NA,973,NA,NA,3356,8897,1547,4364,2113,1025,142,287,NA,6934,9041,8772,12292,13130,15177,16112,30014,41831,26670,16,121,1045,1257,626,9507,24764,32999
EMR,IRN,Iran (Islamic Republic of),pertussis,335,14,116,145,115,1415,1329,650,464,590,605,267,89,125,98,81,21,112,94,24,20,50,80,45,15,34,350,628,1230,2699,3327,6123,7829,11519,13178,15055,29956,22521,20395
EMR,IRQ,Iraq,pertussis,978,1458,1014,529,1606,2471,2314,2019,2034,5471,2311,3140,3128,1050,78249,NA,NA,2922,407,466,1366,578,1247,483,534,767,1601,2309,122,368,200,316,798,2768,8518,4001,2584,3477,16687
EUR,IRL,Ireland,pertussis,117,264,NA,118,73,175,458,229,107,80,102,78,62,84,90,40,131,142,NA,179,252,459,261,436,353,869,860,843,803,2217,1170,1717,1482,3689,3061,1728,1073,997,547
EUR,ISR,Israel,pertussis,706,467,1143,5338,1509,1394,2730,2345,1244,1182,2169,2635,1495,357,1653,970,550,570,452,336,83,88,126,57,52,138,99,35,155,260,11,96,73,24,7,78,62,25,19
EUR,ITA,Italy,pertussis,162,510,NA,NA,NA,NA,225,302,187,315,174,474,545,403,763,840,1953,NA,2543,3797,3632,3364,3895,14359,13360,4246,7055,19356,16992,6524,9535,30325,17154,15678,12493,25759,16377,7165,16643
AMR,JAM,Jamaica,pertussis,0,0,0,0,0,2,2,1,0,0,0,0,1,8,5,5,2,7,23,12,1,4,22,7,5,0,0,16,3,0,7,20,16,5,27,65,354,18,13
WPR,JPN,Japan,pertussis,12103,1661,3011,2675,2066,1663,4087,4395,5406,5208,6753,NA,1504,NA,1534,1534,11740,3804,3787,NA,42,NA,183,NA,NA,131,NA,821,583,229,499,909,1037,938,1114,2459,2532,3368,5033
EMR,JOR,Jordan,pertussis,4,7,8,0,5,3,4,0,0,6,0,1,1,1,4,3,2,3,5,1,3,4,6,4,2,10,16,2,4,12,38,13,36,35,101,85,106,55,437
EUR,KAZ,Kazakhstan,pertussis,97,44,32,74,23,14,43,66,35,39,45,69,120,222,57,12,30,71,87,56,66,268,249,504,685,665,1117,562,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,KEN,Kenya,pertussis,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,300,285,424,180,290,63,NA,58,NA,NA,NA,136907,7404,9035,422,11991,30590,17949,46187,66617,78497,49903,13281
WPR,KIR,Kiribati,pertussis,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,11,202,466,335,68,169,13,63,143,830,0,0,22,104,188,1,0,19,101,161
EMR,KWT,Kuwait,pertussis,NA,NA,NA,35,28,30,83,16,41,NA,NA,NA,NA,110,67,NA,NA,NA,43,7,20,137,10,46,5,28,78,1,25,11,163,114,42,22,14,354,96,60,69
EUR,KGZ,Kyrgyzstan,pertussis,610,161,195,NA,NA,90,62,77,109,224,45,71,56,91,9,9,32,136,34,107,131,99,160,106,155,299,371,190,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,LAO,Lao People's Democratic Republic (the),pertussis,289,111,9,140,NA,60,412,38,6,12,26,13,182,120,199,200,NA,111,80,133,49,90,264,106,900,104,233,2227,856,271,2523,980,286,2881,1813,652,396,NA,2718
EUR,LVA,Latvia,pertussis,159,95,250,210,81,201,257,10,9,9,14,27,29,25,39,99,159,160,135,55,149,152,39,58,137,115,106,208,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,LBN,Lebanon,pertussis,64,90,97,53,0,58,53,7,19,65,50,45,46,43,21,28,51,7,1,19,8,14,8,4,1,14,6,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA
AFR,LSO,Lesotho,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,34,49,48,36,287,186,565,632,554,416,2020
AFR,LBR,Liberia,pertussis,NA,191,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,379,131,281,394,1114,NA,104,NA,NA,432,NA,NA,NA,7,4561,5,15,32,8,15,48,389,62
EMR,LBY,Libya,pertussis,910,NA,NA,NA,NA,NA,197,NA,NA,16,22,94,118,41,27,NA,21,10,NA,NA,18,2,NA,NA,14,15,81,108,43,53,15,77,157,158,39,30,87,220,25
EUR,LTU,Lithuania,pertussis,27,21,36,60,143,65,154,30,19,233,51,17,6,64,48,5,23,162,91,80,96,150,57,104,232,254,301,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,LUX,Luxembourg,pertussis,9,19,6,0,NA,30,10,4,0,1,2,0,0,NA,3,10,NA,NA,0,NA,NA,0,1,1,0,4,1,2,3,22,2,0,6,17,6,20,21,16,46
AFR,MDG,Madagascar,pertussis,180,0,321,413,NA,19,33,369,0,255,NA,0,0,NA,2974,8021,2428,104,3880,3244,1168,807,1263,1565,NA,NA,NA,NA,1333,1689,2426,4436,5449,12515,9958,20891,43365,31592,32457
AFR,MWI,Malawi,pertussis,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,365,NA,0,NA,0,0,0,0,NA,30,NA,NA,NA,35938,24902,25712,14374,19211,26921,18627,29769
WPR,MYS,Malaysia,pertussis,892,353,298,939,500,222,217,248,41,5,11,15,6,8,40,28,6,26,42,17,6,3,7,8,12,15,25,20,24,25,27,121,68,150,57,86,126,106,97
SEAR,MDV,Maldives,pertussis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
AFR,MLI,Mali,pertussis,0,NA,NA,NA,0,NA,NA,NA,NA,NA,41,NA,0,33,33,NA,8,15,0,19,NA,NA,158,162,NA,NA,NA,230,430,1047,1919,2655,4864,4165,1738,2234,3003,4415,2811
EUR,MLT,Malta,pertussis,5,9,0,0,1,NA,NA,8,2,0,1,0,2,7,6,7,4,1,3,60,4,12,10,59,36,1,2,251,106,3,9,7,210,140,4,15,144,68,2
WPR,MHL,Marshall Islands (the),pertussis,NA,NA,NA,NA,NA,NA,0,0,0,2,NA,1,0,0,NA,0,0,0,0,0,0,0,0,NA,0,7,2,0,3,0,0,0,0,0,449,0,0,0,0
AFR,MRT,Mauritania,pertussis,0,NA,0,0,NA,NA,30,NA,NA,NA,0,0,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,383,5032,761,737,2223,5958,8130,3797,2327,9479,7576
AFR,MUS,Mauritius,pertussis,NA,0,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,12,0,0,0,0,0,0,3,0,0,0
AMR,MEX,Mexico,pertussis,783,827,1029,1107,955,961,978,252,371,559,162,164,171,349,137,72,214,218,53,51,188,593,32,15,599,149,136,163,1078,1978,693,763,1268,2608,1753,1227,2000,3977,5539
WPR,FSM,Micronesia (Federated States of),pertussis,0,0,0,0,0,NA,NA,NA,NA,0,NA,47,0,0,0,NA,NA,0,9,49,15,0,NA,0,0,17,0,0,0,0,NA,180,NA,NA,NA,NA,NA,NA,NA
EUR,MCO,Monaco,pertussis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
WPR,MNG,Mongolia,pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,1,1,4,5,28,0,1,3,0,0,0,5,0,3,19,3,1,22
EUR,MNE,Montenegro,pertussis,57,19,8,NA,NA,0,2,8,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,MAR,Morocco,pertussis,73,NA,NA,NA,NA,72,172,35,15,73,74,28,27,NA,47,32,27,74,22,20,58,46,50,37,132,73,43,133,83,62,113,1078,1163,1762,5101,8142,12330,7359,14873
AFR,MOZ,Mozambique,pertussis,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,12,12,13,11,599,94,82,57,345,252,NA,211,964,564,240,451,726,459,633,741,1201,NA,NA,NA,NA,NA
SEAR,MMR,Myanmar,pertussis,28,4,2,5,5,14,2,5,0,3,5,13,13,11,100,19,61,NA,55,34,46,120,331,871,551,1592,1486,2455,7882,3819,2547,5757,9783,10238,11747,22215,41765,31424,26878
AFR,NAM,Namibia,pertussis,5,0,0,0,0,0,2,16,0,0,15,0,NA,8,7,22,10,45,30,17,163,221,82,NA,NA,NA,4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,NRU,Nauru,pertussis,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,166,0,0,0,0,NA,0,0,0,4,0
SEAR,NPL,Nepal,pertussis,4153,9092,4890,4416,6096,3431,1595,1733,2293,2357,2297,879,1092,2170,3708,4479,4683,5908,6021,NA,14339,12443,11683,12166,5,2,8,15,18,18,13,32,25,102,160,2004,1788,10,1055
EUR,NLD,Netherlands (the),pertussis,4710,4505,3542,6566,8960,2858,13552,6726,2912,6202,8661,7325,4298,6535,9113,NA,5880,NA,4836,6279,2252,3947,2778,319,536,294,169,164,471,434,127,2709,2159,1522,534,200,80,50,30
WPR,NZL,New Zealand,pertussis,2952,2143,1096,1168,1099,3396,5598,1992,462,656,NA,331,1122,2720,3489,589,1068,4143,4143,1046,153,284,NA,10,35,48,80,221,91,NA,NA,NA,NA,NA,0,0,0,NA,0
AMR,NIC,Nicaragua,pertussis,53,74,90,36,0,0,68,87,24,11,25,51,148,0,0,0,0,0,11,27,6,84,14,8,5,47,333,0,0,0,63,257,458,150,60,68,394,1935,2469
AFR,NER,Niger (the),pertussis,517,283,482,0,0,884,0,983,30,1354,1199,3204,1985,1206,2159,2109,2613,2709,5585,2446,2619,3190,NA,2967,NA,NA,NA,671,3102,4284,3622,4626,8213,5261,6276,7175,3920,5735,8320
AFR,NGA,Nigeria,pertussis,7897,4244,NA,6592,9559,8530,11628,0,NA,11281,13240,12573,10997,15609,10976,NA,11894,34517,38910,NA,25057,NA,24766,NA,22275,23800,22164,18685,42929,33555,34920,51316,42193,92266,62751,70024,77830,56913,48996
WPR,NIU,Niue,pertussis,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
EUR,MKD,North Macedonia,pertussis,32,13,4,0,0,1,9,6,2,7,0,0,7,7,1,16,4,5,21,10,NA,32,20,27,53,38,46,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,NOR,Norway,pertussis,2476,2424,2207,1902,3032,2608,4231,3695,3565,5546,3893,NA,6587,5536,7737,2765,3170,2574,3417,NA,NA,1835,87,71,107,17,124,140,208,225,297,653,789,1227,1375,2969,2110,2017,2003
EMR,OMN,Oman,pertussis,128,276,223,120,165,309,165,88,32,38,58,75,39,36,76,149,96,54,190,205,484,694,73,108,168,233,45,26,49,25,16,5,207,765,830,2605,2776,2236,1534
EMR,PAK,Pakistan,pertussis,0,99,0,0,0,250,60,156,109,164,169,267,313,133,97,167,233,109,160,222,103,238,201,180,411,473,276,140,24545,1324,62382,47676,53835,55659,38677,51680,50932,58280,42947
WPR,PLW,Palau,pertussis,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
